mol_id,smiles,pIC50
CHEMBL301018,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,8.05
CHEMBL444619,COc1cc(ON2CCC(C)CC2)c3c(Nc4ccc(OCc5ccccn5)c(Cl)c4)ncnc3c1,8.3
CHEMBL197640,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23,8.3
CHEMBL376089,COc1cc2CNc3c(NCc4ccc(F)c(Cl)c4)ncnc3Nc2cc1OC,6.52
CHEMBL216048,COc1cc2CNc3c(Oc4cccc(Br)c4)ncnc3Oc2cc1OC,5.75
CHEMBL213007,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,9.0
CHEMBL422758,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC4CCN(C)CC4,6.52
CHEMBL1095464,Cc1ccccc1Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2,5.04
CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,4.9
CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(nc3[nH]cnc23)N4CCOCC4)cc1,5.0
CHEMBL149201,Cc1[nH]c(\C=C\2/C(=O)Nc3cc(ccc23)c4ccccc4)c(C)c1CCC(=O)O,4.66
CHEMBL414013,COc1cc2Cc3c(O)ncnc3Nc2cc1OC,4.12
CHEMBL225930,ClCCN(CCN\N=N\c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c4ccc(Cl)cc4,5.66
CHEMBL3671583,CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3C(F)(F)F)c2cc1NC(=O)C=C,6.34
CHEMBL3676340,CC(=O)NCCOc1cc2ncnc(Nc3c(F)cc(Br)cc3F)c2cc1NC(=O)C=C,7.66
CHEMBL3425672,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)\C=C\C4CC4)c3)n2)N5CCN(C)CC5,5.25
CHEMBL2316145,COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3cccc(Br)c3)\C2=O)c1,5.17
CHEMBL2316144,COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3Br)\C2=O)c1,5.1
CHEMBL2316143,COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3F)\C2=O)c1,5.68
CHEMBL2087360,Fc1ccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)cc1Cl,7.35
CHEMBL2087361,C#Cc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1,7.35
CHEMBL2047248,Nc1nc2Cc3ccccc3c2c(Nc4cccc(Br)c4)n1,4.62
CHEMBL1271561,C[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)\C=C\CN(C)C)c4ccccc4,8.34
CHEMBL3676391,CCOC(=O)CC(=O)OCCOCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,6.61
CHEMBL3671567,Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)C4CCCN4)c(NC(=O)C=C)cc23,5.71
CHEMBL590877,Fc1cccc(\C=N\NC2=NC(=O)CS2)c1,4.87
CHEMBL591040,Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC=C=C,7.18
CHEMBL592216,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC#C,8.6
CHEMBL1094784,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,4.48
CHEMBL594790,CCCCC(Cc1coc2nc(N)nc(N)c12)c3ccccc3OC,4.87
CHEMBL395591,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CNCCOC6)c45)ccc23)c1,6.68
CHEMBL245868,CN(C)CCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.21
CHEMBL246694,NC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.85
CHEMBL394056,COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.47
CHEMBL394495,C[C@H](c1ccccc1)n2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc23,6.92
CHEMBL246491,COC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.34
CHEMBL3216699,Cl.Cl.NC1CCc2c(C1)c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc5ccccn5,5.64
CHEMBL339684,Nc1cc2ncnc(Nc3ccc(cc3)C(F)(F)F)c2cn1,5.33
CHEMBL358746,Oc1cc(\C=C(/C#N)\C(=O)NCCCCNC(=O)\C(=C\c2cc(O)c(O)c(O)c2)\C#N)cc(O)c1O,6.22
CHEMBL56505,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(CCO)CCO,7.46
CHEMBL342792,COc1cc(\C=C(/C#N)\S(=O)(=O)\C(=C\c2cc(O)c(O)c(OC)c2)\C#N)cc(O)c1O,5.4
CHEMBL342792,COc1cc(\C=C(/C#N)\S(=O)(=O)\C(=C\c2cc(O)c(O)c(OC)c2)\C#N)cc(O)c1O,6.03
CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,4.9
CHEMBL591440,CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=S)Nc2ccccc2,4.61
CHEMBL94061,CN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.96
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,8.64
CHEMBL324926,COc1cc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc(OC)c1,6.48
CHEMBL136511,Brc1cccc(Nc2ncnc3ccc(NS(=O)(=O)C=C)cc23)c1,8.57
CHEMBL144908,Oc1ccc(\C=C(/C#N)\C(=O)NCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,6.3
CHEMBL51028,CN1CCN(CCCNc2ncc3cc(c(NC(=O)NC4CCCCC4)nc3n2)c5c(Cl)cccc5Cl)CC1,6.06
CHEMBL169081,COC(=O)Cc1cc(ccc1O)\N=C\c2cc(O)ccc2O,4.7
CHEMBL121796,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c23)c1,8.15
CHEMBL121190,Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c12,6.8
CHEMBL332906,Nc1ccc(cc1)c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23,8.7
CHEMBL122243,Nc1ncnc2c1c(nn2c3ccccc3)c4ccccc4,6.1
CHEMBL504034,CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,7.4
CHEMBL60826,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn4ccnc4,8.1
CHEMBL338625,Nc1cc2ncnc(Nc3ccc(Br)cc3)c2cn1,7.05
CHEMBL332612,Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.3
CHEMBL298637,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,6.26
CHEMBL1173324,NC(=S)N1N=C(CC1c2ccccc2F)c3ccc(Br)c(Br)c3,4.87
CHEMBL1172573,NC(=S)N1N=C(CC1c2ccc(F)cc2)c3ccc(Cl)c(Cl)c3,5.2
CHEMBL1169856,Cc1ccc(cc1C)C2=NN(C(C2)c3ccccc3F)C(=S)N,5.29
CHEMBL1173454,Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(cc3)[N+](=O)[O-])C(=S)N,5.51
CHEMBL1172803,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(Cl)cc2,5.44
CHEMBL1173651,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(Br)cc2,5.49
CHEMBL1173783,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(OCc3ccccc3)cc2,5.9
CHEMBL1172877,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccccc2F,4.57
CHEMBL1171273,COc1ccccc1\C=C\C(=O)OCCn2c(C)ncc2[N+](=O)[O-],4.5
CHEMBL1172950,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2cccc(c2)[N+](=O)[O-],4.84
CHEMBL1170459,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc3ccccc3c2,5.24
CHEMBL398154,CCOc1cc2ncnc(NC3=CC(=O)C(=CC3=O)OCc4ccccn4)c2cc1NC(=O)\C=C\CN(C)C,6.1
CHEMBL490093,CN(C(=O)C=C)c1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN4CCOCC4,7.7
CHEMBL509914,Brc1cccc(Nc2ncnc3cnc(CC(=O)\C=C\c4ccccc4)cc23)c1,8.04
CHEMBL454384,CCOC(=O)\C=C\C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.57
CHEMBL461796,CN(C)CCCOC(=O)\C=C\C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.62
CHEMBL443523,Brc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,9.35
CHEMBL446019,Clc1cccc(Nc2ncnc3cc(NC(=O)C=C)ncc23)c1,9.27
CHEMBL474147,Cc1cccc(NC2=NC=NC3=CC=C(NC(=O)C=C)C23)c1,9.38
CHEMBL489117,CN(C)CCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,7.39
CHEMBL287007,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.59
CHEMBL53428,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,10.05
CHEMBL129824,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.08
CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,7.77
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,7.66
CHEMBL534948,Cl.CN1CCCC(COc2ccc(cc2)c3cnc(Nc4c(C)cccc4C)c5cncn35)C1,5.56
CHEMBL472943,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)N(C)C,5.28
CHEMBL1241859,Nc1ncnc2c1c(nn2CC3CCNCC3)c4ccc(Cl)c(O)c4,4.0
CHEMBL340508,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.15
CHEMBL521155,Nc1ncnc2c1ncn2CC(=O)c3c[nH]c4ccccc34,4.46
CHEMBL308593,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1c4ccccc4,6.64
CHEMBL2419762,Cl.C1COc2cc3ncnc(Nc4cccc(c4)c5ccccc5)c3cc2OC1,7.57
CHEMBL204085,Fc1ccc(Nc2ncnc3ccc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl,8.77
CHEMBL201840,COC(=O)c1c(OC)c2ccccc2c3oc4C(=O)c5ccccc5C(=O)c4c13,4.9
CHEMBL437890,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,8.57
CHEMBL3403515,COc1ccc2N(CCc2c1)c3nc(C)nc4oc(C)cc34,6.99
CHEMBL3234751,CN(C)c1ncc(cn1)C(=O)Nc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(C)CC4)c(c3)C(F)(F)F,5.26
CHEMBL3234750,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc(Nc5ccccc5)nc4)c3)cc2C(F)(F)F)CC1,8.22
CHEMBL113996,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCOCC4,4.87
CHEMBL3344212,CS(=O)(=O)CC(NC1CCCCC1)c2oc(cc2)c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3,7.11
CHEMBL2070192,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5OCCOc5c4)cc23)c1,5.99
CHEMBL502015,Nc1nc(Nc2cccc(Br)c2)c3cc(Cc4ccc5ccccc5c4)[nH]c3n1,5.91
CHEMBL500115,CS(=O)(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,7.09
CHEMBL27685,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Br,8.33
CHEMBL117697,COc1cccc(Nc2ncnc3ccccc23)c1,6.08
CHEMBL94275,[O-][N+](=O)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,6.0
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,7.88
CHEMBL441335,COc1cccc(Nc2ncnc3ccncc23)c1N,6.88
CHEMBL258598,Nc1c(Br)cccc1Nc2ncnc3ccncc23,8.0
CHEMBL345837,Cn1c(SSc2c(C(=O)Nc3cccc(c3)C(=O)O)c4ccccc4n2C)c(C(=O)Nc5cccc(c5)C(=O)O)c6ccccc16,4.92
CHEMBL449093,OC(=O)c1ccc(cc1O)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2,7.3
CHEMBL309016,COc1cc(\C=C\[N+](=O)[O-])ccc1O,5.1
CHEMBL31656,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)nc23)cc1Cl,8.82
CHEMBL2031298,Brc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCCCC4)cc23)c1,9.57
CHEMBL460746,Oc1ccc(NC(=S)NC(=O)c2ccc(cc2)[N+](=O)[O-])cc1c3nc4ccccc4s3,6.55
CHEMBL54471,Cc1ccc(cc1)C(=O)\C(=C\c2ccc(O)c(O)c2)\C#N,6.05
CHEMBL347854,Cc1ccc(cc1)S(=O)(=O)c2c(SSc3[nH]c4ccccc4c3S(=O)(=O)c5ccc(C)cc5)[nH]c6ccccc26,4.54
CHEMBL55748,Oc1ccc2NC(=O)C(=C(C#N)C#N)c2c1,5.0
CHEMBL293584,Oc1cc2CCC(=C(C#N)C#N)c2cc1O,6.3
CHEMBL602890,COc1cc(\C=C\2/SC(=N)NC2=O)ccc1OCCCOc3cc(C)cc(C)c3,4.25
CHEMBL2408045,CNC(=O)CN1CCC(CC1)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,7.92
CHEMBL514942,COc1cc2ncnc(Nc3ccc(cc3C)c4nc5ccccc5s4)c2cc1OC,6.62
CHEMBL595615,COc1cc2c(Nc3ccc(cc3)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6,7.34
CHEMBL595142,COc1cc2c(Nc3ccc(cc3O)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6,6.46
CHEMBL593860,COc1cc2c(Nc3ccc(c(OC)c3)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6,8.7
CHEMBL59145,Oc1ccc(\C=C(/C#N)\C(=O)c2ccccc2Cl)cc1O,5.7
CHEMBL56393,Oc1ccc(\C=C(/C#N)\C(=O)c2ccc(O)c(O)c2)cc1O,6.4
CHEMBL485065,Cl.NCCNC(=O)c1ccc(cc1)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2,5.3
CHEMBL3098317,COc1cc2nc(Cl)nc(Nc3ccc(cc3)S(=O)(=O)N)c2cc1OC,5.62
CHEMBL461114,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)Nc4ccccc4,7.12
CHEMBL3357642,CN(C)C\C=C(\F)/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4,9.51
CHEMBL3325479,CCOC(=O)C1=C(N)N(C2=C(C1c3cc4cc(OC)ccc4n5nnnc35)C(=O)CCC2)c6cccnc6,6.7
CHEMBL265629,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNC(=O)C6)c45)ccc23)c1,6.46
CHEMBL231875,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC6)c45)ccc23)c1,7.05
CHEMBL241919,CCOc1cc2ncnc(NC3=CC(=O)C(=CC3=O)OCc4cccc(C)c4)c2cc1NC(=O)\C=C\CN(C)C,6.76
CHEMBL387187,FC(F)(F)c1cccc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1,7.68
CHEMBL3092302,OCCC1CCN(CC1)C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5,6.52
CHEMBL343722,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C=C)cc23)c1,6.92
CHEMBL93461,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.39
CHEMBL271334,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCN4CCOCC4,8.72
CHEMBL270966,CN(C)CCN(C)c1c(Br)cccc1Nc2ncnc3ccncc23,7.39
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,8.36
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,9.11
CHEMBL344177,Cl\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.16
CHEMBL597569,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,7.98
CHEMBL597773,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCCCC(=O)NO,8.68
CHEMBL596761,COc1cc2ncnc(NCc3ccccc3)c2cc1OCCCCCCC(=O)NO,7.0
CHEMBL601828,Oc1ccc(CN(Cc2cc(Br)cc(Br)c2O)C(=O)Nc3ccccc3)cc1,5.95
CHEMBL603186,Oc1c(Br)cc(Br)cc1CN(Cc2ccc(F)cc2)C(=O)Nc3ccccc3,5.33
CHEMBL600048,Cc1cccc(CN(Cc2ccc(F)cc2)C(=O)Nc3ccccc3)c1O,4.66
CHEMBL95774,Fc1ccc(Nc2c(cnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)C#N)cc1Cl,7.1
CHEMBL334801,CN(C)CCCNC(=O)\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.96
CHEMBL1203939,Cl.CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC,7.8
CHEMBL1203938,Cl.COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC,7.96
CHEMBL1203940,Cl.CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC,6.21
CHEMBL1203937,Cl.CCOc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCC,6.73
CHEMBL1204199,Cl.CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,7.11
CHEMBL592707,Cc1ccc(\C=N\NC2=NC(=O)CS2)cc1,5.49
CHEMBL590876,Oc1ccc(\C=N\NC2=NC(=O)CS2)cc1,5.33
CHEMBL590524,Brc1cccc(\C=N\NC2=NC(=O)CS2)c1,5.13
CHEMBL589165,O=C1CSC(=N1)NN=C2CCCCCC2,4.44
CHEMBL591437,CCCCN(Cc1cccc(C)c1O)C(=S)Nc2ccccc2,4.36
CHEMBL606413,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCN\N=N\c3ccc4ncnc(Nc5cccc(Cl)c5)c4c3,5.85
CHEMBL598611,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCCC(=O)NO,8.09
CHEMBL1645473,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Cl)c4)c23)CC1,8.05
CHEMBL1089524,CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,8.77
CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.36
CHEMBL1794063,Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CNCCS(=O)(=O)c6ccccc6)cc5)cc2Cl)c1,7.72
CHEMBL214689,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2,7.6
CHEMBL384711,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(Br)c5)cc4)c3c2,7.37
CHEMBL462338,COc1nc(Nc2ccc(cc2)c3nc4ccccc4s3)c5cc[nH]c5n1,5.11
CHEMBL3353408,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34,4.96
CHEMBL56219,Oc1ccc(\C=C(/C#N)\C(=O)Nc2ccccc2Cl)cc1O,4.46
CHEMBL554566,Cl.CN(c1cccc(C)c1)c2ncnc3cc(C)c(C)cc23,5.19
CHEMBL427298,CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc12,6.69
CHEMBL122245,COc1ccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.15
CHEMBL3221550,Cl.CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.15
CHEMBL93051,Brc1cccc(Nc2ncnc3cc4OCOc4cc23)c1,7.82
CHEMBL24026,COc1cc2c(Nc3ccc(cc3F)C#N)ncnc2cc1OC\C=C\CN4CCCC4,5.85
CHEMBL52015,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.08
CHEMBL214868,COc1cc2CNc3c(Nc4cccc(Cl)c4F)ncnc3Oc2cc1OC,5.34
CHEMBL472545,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1c4oc(CCN5CCOCC5)nn4,7.52
CHEMBL123189,COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,6.7
CHEMBL1090360,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,6.21
CHEMBL1090364,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6ccc7CNCCc7c6)n5,6.0
CHEMBL149512,Brc1cccc(Nc2ncnc3c2oc4ccccc34)c1,6.13
CHEMBL328244,Nc1ccc2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1,6.24
CHEMBL93966,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,8.7
CHEMBL516375,CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,7.46
CHEMBL473543,CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,7.09
CHEMBL453376,CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,8.0
CHEMBL514436,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.57
CHEMBL510155,CN(C)Cc1ccc(Cc2ncnc3ccc(NC(=O)C=C)cc23)cc1Br,7.35
CHEMBL473747,Brc1cccc(Cc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)c1,8.44
CHEMBL473748,CN(C)CCCCOc1cc2ncnc(Cc3cccc(Br)c3)c2cc1NC(=O)C=C,8.41
CHEMBL522134,Cc1cccc(Cc2ncnc3ccc(NC(=O)C=C)cc23)c1,9.38
CHEMBL522928,OCCCCOCCOc1cc2ncnc(Cc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.77
CHEMBL508481,CC(=C)C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.8
CHEMBL517127,Brc1cccc(Nc2ncnc3ccc(cc23)C(CCCN4CCOCC4)C(=O)C=C)c1,8.48
CHEMBL1645470,Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,7.7
CHEMBL1645472,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,7.5
CHEMBL1645475,NC1CCN(Cc2ccn3ncnc(Nc4cc(Cl)cc(Cl)c4)c23)CC1,6.89
CHEMBL3234865,Cc1ccc(Oc2nc3ccccc3cc2\C=N\NC(=O)Cn4c(C)ncc4[N+](=O)[O-])cc1,4.64
CHEMBL1645477,COc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1Cl,6.68
CHEMBL1641991,CCC(=O)Nc1ccc2c(cnc(Nc3cccc(Br)c3)c2c1)C#N,4.68
CHEMBL1641990,CN(C)C\C=C\C(=O)Nc1ccc2c(cnc(Nc3cccc(Br)c3)c2c1)C#N,6.82
CHEMBL489313,Brc1cccc(Nc2ncnc3cc4N(CCC(=O)N5CCOCC5)Cc4cc23)c1,8.43
CHEMBL489307,Brc1cccc(Nc2ncnc3cc4N(CCCC(=O)N5CCOCC5)Cc4cc23)c1,8.06
CHEMBL127086,OC(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.22
CHEMBL341522,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(C)c4)c3cn2)CC1,8.25
CHEMBL422066,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC,6.37
CHEMBL422066,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC,6.11
CHEMBL91428,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,6.18
CHEMBL54471,Cc1ccc(cc1)C(=O)\C(=C\c2ccc(O)c(O)c2)\C#N,4.82
CHEMBL56964,COc1cc2C(=C(C#N)C#N)C(=O)Nc2cc1O,4.22
CHEMBL330882,COc1cccc2ncnc(NCc3ccccc3)c12,5.31
CHEMBL53300,Nc1ccc2ncncc2c1,9.1
CHEMBL62756,Nc1ncnc2c1ncn2c3ccccc3,4.82
CHEMBL142898,COCOc1cc(ccc1c2ccc(cc2)C(=O)OC)C(C)(C)C,5.0
CHEMBL92902,CN1CCC=C(C1)C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,6.94
CHEMBL354521,CCOC(=O)c1cc(ccc1O)\N=C\c2cc(O)ccc2O,4.3
CHEMBL168425,CCOC(=O)Cc1cc(ccc1O)\N=C\c2cc(O)ccc2O,4.7
CHEMBL329642,C\C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.57
CHEMBL173498,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,8.77
CHEMBL435902,Oc1ccc(O)c(CNc2ccc(O)c(c2)C(=O)OCCCCc3ccccc3)c1,6.4
CHEMBL545538,Cl.COc1cc2ncnc(N(C)c3ccc(C)cc3)c2cc1OC,5.4
CHEMBL316127,Brc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\CN4CCOCC4)cc23)c1,7.13
CHEMBL92086,CC(=C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.47
CHEMBL93032,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,9.77
CHEMBL143160,CC(C)(C)c1cc(O)cc(c1)c2ccc(cc2)C(=O)NCc3ccccc3,5.27
